business_name,street_address,st_num,st_name,city,zip_code,area_code,exchange_code,line_number
Downtown Catch 21,441 S Central Ave,441,S Central Ave,Los Angeles,90013,213,485,1614
Burger King,4410 S Figueroa St,4410,S Figueroa St,Los Angeles,90037,323,261,7978
Louisiana Fried Chicken & Chinese Fast Foods,4411 S Western Ave,4411,S Western Ave,Los Angeles,90062,323,232,2005
Chinese Express,4414 S Avalon Blvd,4414,S Avalon Blvd,Los Angeles,90011,323,232,5788
Tam's Burgers,4419 S Normandie Ave,4419,S Normandie Ave,Los Angeles,90037,323,290,9821
Master Burger,4419 S Western Ave,4419,S Western Ave,Los Angeles,90062,213,536,5039
Original Louis Burgers,44328 W 10th St,44328,W 10th St,Lancaster,93534,661,948,7865
The White House,44431 N Division St,44431,N Division St,Lancaster,93534,661,942,9384
Hall's Krispy Krunchy Chicken,4448 W Slauson Ave,4448,W Slauson Ave,Los Angeles,90043,323,815,1567
Subway,4455 E Slauson Ave,4455,E Slauson Ave,Maywood,90270,310,516,9222
Rosales Caribbean Cuisine,446 S Market St,446,S Market St,Inglewood,90301,310,647,1200
Jack in the Box,4470 Eagle Rock Blvd,4470,Eagle Rock Blvd,Los Angeles,90041,323,724,3764
Subway,44764 Valley Central Way,44764,Valley Central Way,Lancaster,93536,310,619,4547
Pizza Hut,44836 10th St,44836,10th St,Lancaster,93534,818,890,8000
El Pollo Loco,4501 E Slauson Ave,4501,E Slauson Ave,Maywood,90270,562,924,2250
Pizza Hut,4502 E Los Coyotes Diagonal,4502,E Los Coyotes Diagonal,Long Beach,90815,213,489,3863
Popeyes Chicken,451 E El Segundo Blvd,451,E El Segundo Blvd,Los Angeles,90061,626,358,9001
El Pollo Loco,451 S Vincent Ave,451,S Vincent Ave,West Covina,91790,310,674,7924
Jack in the Box,4525 Florence Ave,4525,Florence Ave,Bell,90201,661,726,3626
Kentucky Fried Chicken,4525 Torrance Blvd,4525,Torrance Blvd,Torrance,90503,323,753,1375
Kentucky Fried Chicken,4528 Atlantic Ave,4528,Atlantic Ave,Long Beach,90807,626,285,1227
Subway,4528 Whittier Blvd,4528,Whittier Blvd,Los Angeles,90022,562,426,2678
Burger King,4542 E Pacific Coast Hwy,4542,E Pacific Coast Hwy,Long Beach,90804,310,671,4208
El Pollo Loco,4544 Saugus Ave,4544,Saugus Ave,Sherman Oaks,91403,310,820,7924
Pizza Hut,4558 Atlantic Ave,4558,Atlantic Ave,Long Beach,90807,626,451,5900
Domino's Pizza,4561 N Peck Rd,4561,N Peck Rd,El Monte,91732,310,676,0017
Jack in the Box,459 S Vermont Ave,459,S Vermont Ave,Los Angeles,90020,818,285,2160
Domino's Pizza,4604 E Avenue S,4604,E Avenue S,Palmdale,93550,213,748,7774
Subway,4621 E Avenue S,4621,E Avenue S,Palmdale,93552,213,624,6490
Pizza Hut,4629 W Santa Monica Blvd,4629,W Santa Monica Blvd,Los Angeles,90029,323,231,8000
Jack in the Box,465 S Fairfax Ave,465,S Fairfax Ave,Los Angeles,90036,909,622,1004
Pizza Hut,468 E San Bernardino Rd,468,E San Bernardino Rd,Covina,91723,323,563,9100
Subway,4730 S Inglewood Blvd,4730,S Inglewood Blvd,Culver City,90230,213,747,9779
Subway,4731 Venice Blvd,4731,Venice Blvd,Los Angeles,90019,310,392,9339
Jack in the Box,4737 Imperial Hwy,4737,Imperial Hwy,Inglewood,90304,323,722,6943
Domino's Pizza,4746 E Cesar Chavez Ave,4746,E Cesar Chavez Ave,Los Angeles,90022,310,396,9696
Subway,4770 E Cesar Chavez Ave,4770,E Cesar Chavez Ave,Los Angeles,90022,661,943,1440
El Pollo Loco,4794 N Peck Rd,4794,N Peck Rd,El Monte,91732,818,886,3157
RC Burgers,4800 Firestone Blvd,4800,Firestone Blvd,South Gate,90280,562,863,8851
Jack in the Box,4828 Laurel Canyon Blvd,4828,Laurel Canyon Blvd,North Hollywood,91607,562,860,2027
Pizza Hut,4830 W Rosecrans Ave,4830,W Rosecrans Ave,Hawthorne,90250,951,427,8013
Jack in the Box,484 N Moorpark Rd,484,N Moorpark Rd,Thousand Oaks,91326,323,223,6094
Yoshinoya Beef Bowl,4846 W Pico Blvd,4846,W Pico Blvd,Los Angeles,90019,323,269,3575
Carl's Jr,485 N Rosemead Blvd,485,N Rosemead Blvd,Pasadena,91107,818,763,5240
Jack in the Box,4911 Torrance Blvd,4911,Torrance Blvd,Torrance,90503,310,479,0462
Kentucky Fried Chicken,4917 Bellflower Blvd,4917,Bellflower Blvd,Lakewood,90713,626,334,4015
Burger King,4918 Sunset Blvd,4918,Sunset Blvd,Los Angeles,90019,310,649,2146
Burger King,4918 Sunset Blvd,4918,Sunset Blvd,Los Angeles,90027,818,789,6876
Subway,4949 W Slauson Ave,4949,W Slauson Ave,Los Angeles,90056,323,231,4200
El Pollo Loco,4954 W Century Blvd,4954,W Century Blvd,Inglewood,90304,626,912,8111
Burger King,4959 Eagle Rock Blvd,4959,Eagle Rock Blvd,Los Angeles,90041,323,846,9404
Jack in the Box,4965 Huntington Dr,4965,Huntington Dr,Los Angeles,90032,323,724,3462
Pizza Hut,50 Peninsula Center,50,Peninsula Center,Rolling Hills Estates,90274,323,221,3100
Subway,500 N Azusa Ave,500,N Azusa Ave,West Covina,91791,310,513,9600
Tam's Burgers,500 W Manchester Ave,500,W Manchester Ave,Los Angeles,90044,818,437,0039
El Pollo Loco,5001 Wilshire Blvd,5001,Wilshire Blvd,Los Angeles,90036,323,256,1938
Domino's Pizza,501 W Willow St,501,W Willow St,Long Beach,90806,818,224,3300
Jack in the Box,5016 El Segundo Blvd,5016,El Segundo Blvd,Hawthorne,90250,818,285,2160
McDonald's,5020 N Long Beach Blvd,5020,N Long Beach Blvd,Long Beach,90805,562,988,1600
Tam's Burgers,5023 S Central Ave,5023,S Central Ave,Los Angeles,90011,323,233,1320
El Pollo Loco,503 S Alvarado St,503,S Alvarado St,Los Angeles,90057,310,645,2491
Subway,5037 W Avenue N,5037,W Avenue N,Lancaster,93536,562,281,9099
Pizza Hut,504 S Vincent Ave,504,S Vincent Ave,West Covina,91790,310,513,1700
Carl's Jr,505 W Las Tunas Dr,505,W Las Tunas Dr,San Gabriel,91776,818,700,8584
Jack in the Box,506 Workman Mill Rd,506,Workman Mill Rd,La Puente,91746,323,298,0653
Jack in the Box,5075 E Whittier Blvd,5075,E Whittier Blvd,Los Angeles,90022,562,496,4565
Yoshinoya Beef Bowl,5076 Rosemead Blvd,5076,Rosemead Blvd,Pico Rivera,90660,213,384,1557
Subway,508 W 7th St,508,W 7th St,Los Angeles,90014,626,446,5375
Subway,509 E Palmdale Blvd,509,E Palmdale Blvd,Palmdale,93550,818,713,0123
Jack in the Box,5101 Jefferson Blvd,5101,Jefferson Blvd,Los Angeles,90016,818,885,8261
Pizza Hut,5101 Venice Blvd,5101,Venice Blvd,Los Angeles,90019,562,809,5000
Burger King,5109 Van Nuys Blvd,5109,Van Nuys Blvd,Sherman Oaks,91403,213,386,7698
Pizza Hut,5130 S Huntington Dr,5130,S Huntington Dr,Los Angeles,90032,626,792,2800
Wienerschnitzel,5135 Laurel Canyon Blvd,5135,Laurel Canyon Blvd,North Hollywood,91607,661,252,7921
Jack in the Box,5150 Atlantic Ave,5150,Atlantic Ave,Long Beach,90805,626,330,3608
Everytable,5151 State University Dr,5151,State University Dr,Los Angeles,90032,213,318,3836
Jack in the Box,516 N Beaudry Ave,516,N Beaudry Ave,Los Angeles,90012,310,644,0027
El Pollo Loco,5160 E Olympic Blvd,5160,E Olympic Blvd,Los Angeles,90022,818,831,4044
Domino's Pizza,5166 Lankershim Blvd,5166,Lankershim Blvd,North Hollywood,91601,310,546,5833
Carl's Jr,5166 Vineland Ave,5166,Vineland Ave,North Hollywood,91601,818,988,2312
Kentucky Fried Chicken,518 E Las Tunas Dr,518,E Las Tunas Dr,San Gabriel,91776,909,593,2568
Chinatown's Express,519 W Manchester Ave,519,W Manchester Ave,Los Angeles,90044,323,778,8278
Domino's Pizza,520 W Avenue 26,520,W Avenue 26,Los Angeles,90065,310,219,0008
Jack in the Box,5201 Wilshire Blvd,5201,Wilshire Blvd,Los Angeles,90036,323,227,1710
J Looney's,5204 Orange Ave,5204,Orange Ave,Long Beach,90805,562,612,3355
El Pollo Loco,521 N First St,521,N First St,Burbank,91502,562,924,6918
Pizza Hut,5212 Whitsett Ave,5212,Whitsett Ave,North Hollywood,91607,626,334,8855
Pizza Hut,5213 Whittier Blvd,5213,Whittier Blvd,Los Angeles,90022,310,207,7748
El Salsabor,522 S Lorena St,522,S Lorena St,Los Angeles,90063,323,266,1400
Kentucky Fried Chicken,5220 W Centinela Ave,5220,W Centinela Ave,Los Angeles,90045,213,386,7222
Burger King,5228 W Centinela Ave,5228,W Centinela Ave,Los Angeles,90045,661,722,0340
Covina Burgers,523 E San Bernardino Rd,523,E San Bernardino Rd,Covina,91723,626,332,2102
El Pollo Loco,5300 Centinela Ave,5300,Centinela Ave,Los Angeles,90045,818,774,1173
BBQ King,5309 S Vermont Ave,5309,S Vermont Ave,Los Angeles,90037,323,750,1064
El Pollo Loco,5319 Sunset Blvd,5319,Sunset Blvd,Los Angeles,90027,626,309,9555
Subway,5339 S Centinala Ave,5339,S Centinala Ave,Los Angeles,90045,626,334,2477
Tam's Burgers,5353 Atlantic Ave,5353,Atlantic Ave,Long Beach,90805,562,423,6000
Subway,5353 Wilshire Blvd,5353,Wilshire Blvd,Los Angeles,90036,661,718,3444
El Pollo Loco,5386 Cherry Ave,5386,Cherry Ave,Long Beach,90805,213,380,7721
Yoshinoya Beef Bowl,539 E Florence Ave,539,E Florence Ave,Los Angeles,90003,626,570,9133
Jack in the Box,5400 Sepulveda Blvd,5400,Sepulveda Blvd,Culver City,90230,562,862,1958
Domino's Pizza,5401 S Figueroa St,5401,S Figueroa St,Los Angeles,90037,626,960,5002
Subway,5416 Norwalk Blvd,5416,Norwalk Blvd,Whittier,90601,310,470,8445
Granny's Kitchen,5440 S Central Ave,5440,S Central Ave,Los Angeles,90011,323,231,2141
Primo Burgers,545 E Palmdale Blvd,545,E Palmdale Blvd,Palmdale,93550,661,945,7538
Kentucky Fried Chicken,545 E Sepulveda Blvd,545,E Sepulveda Blvd,Carson,90745,310,638,8559
Denny's,546 Baseline Rd,546,Baseline Rd,Glendora,91740,626,914,1212
Denny's,548 W Arrow Hwy,548,W Arrow Hwy,San Dimas,91773,909,599,0502
Yoshinoya Beef Bowl,5495-H Sepulveda Blvd,5495,Sepulveda Blvd,Culver City,90230,323,733,3317
Carl's Jr,551 N Hollywood Way,551,N Hollywood Way,Burbank,91505,909,392,7343
Pizza Hut,551 N Maclay Ave,551,N Maclay Ave,San Fernando,91340,626,303,5888
Subway,5517 1/2 Del Amo Blvd,5517,01/02/22 Del Amo Blvd,Lakewood,90713,310,450,7250
El Pollo Loco,5529 S Sepulveda Blvd,5529,S Sepulveda Blvd,Culver City,90230,213,380,2772
Burger King,5533 E Washington Blvd,5533,E Washington Blvd,Commerce,90040,818,703,1419
Subway,5536 Whittier Blvd,5536,Whittier Blvd,Commerce,90022,626,937,6888
Domino's Pizza,5538 Del Amo Blvd,5538,Del Amo Blvd,Lakewood,90713,562,864,9951
Pollo Campero,5545 W Sunset Blvd,5545,W Sunset Blvd,Hollywood,90028,213,389,3751
Jack in the Box,5555 E Washington Blvd,5555,E Washington Blvd,Los Angeles,90040,310,456,8943
Carl's Jr,5575 Woodman Ave,5575,Woodman Ave,Van Nuys,91401,626,573,8480
Subway,5593 E Huntington Dr,5593,E Huntington Dr,Los Angeles,90032,626,285,7280
Jack in the Box,5601 E Pacific Coast Hwy,5601,E Pacific Coast Hwy,Long Beach,90804,323,722,0211
Yoshinoya Beef Bowl,5605 Woodruff Ave,5605,Woodruff Ave,Lakewood,90713,213,382,0184
Burger King,5609 Sunset Blvd,5609,Sunset Blvd,Los Angeles,90028,818,892,5411
Carl's Jr,5633 Whittier Blvd,5633,Whittier Blvd,Los Angeles,90022,626,289,9323
Jack in the Box,564 E Palmdale Blvd,564,E Palmdale Blvd,Palmdale,93550,562,407,2069
Yummy Donuts and Top Burger,5656 Santa Monica Blvd,5656,Santa Monica Blvd,Los Angeles,90038,323,856,9978
Yoshinoya Beef Bowl,5656 W Manchester Ave,5656,W Manchester Ave,Los Angeles,90045,310,539,8319
Subway,5699 Woodruff Ave,5699,Woodruff Ave,Lakewood,90713,661,723,3770
Jack in the Box,570 W Avenue P,570,W Avenue P,Palmdale,93551,562,423,2164
Subway,5701 S Central Ave,5701,S Central Ave,Los Angeles,90011,310,444,1813
Subway,5714 Babbit Ave,5714,Babbit Ave,Encino,91316,323,256,0466
Kentucky Fried Chicken,5720 S Vermont Ave,5720,S Vermont Ave,Los Angeles,90037,323,245,4700
Yoshinoya Beef Bowl,5721 Rosemead Blvd,5721,Rosemead Blvd,Temple City,91780,626,918,1482
Carl's Jr,573 N Azusa Ave,573,N Azusa Ave,Covina,91722,310,632,6359
Pizza Hut,5736 Gage Ave,5736,Gage Ave,Bell Gardens,90201,626,369,4433
El Pollo Loco,5740 Imperial Hwy,5740,Imperial Hwy,South Gate,90280,310,376,4143
Domino's Pizza,5742 Olympic Blvd,5742,Olympic Blvd,Commerce,90040,909,594,5533
Jack in the Box,5747 Lakewood Blvd,5747,Lakewood Blvd,Lakewood,90712,562,494,6740
Wendy's,5788 N Linder Canyon Rd,5788,N Linder Canyon Rd,West Lake Villa,91362,818,879,9416
Pacific Dining - LA Valley College,5800 Fulton Ave,5800,Fulton Ave,Valley Glen,91401,818,947,2600
El Pollo Loco,5800 S Vermont Ave,5800,S Vermont Ave,Los Angeles,90011,626,405,1032
El Pollo Loco,5800 S Vermont Ave,5800,S Vermont Ave,Los Angeles,90044,323,771,1199
Subway,5805 N Figueroa St,5805,N Figueroa St,Los Angeles,90042,661,729,5564
Fatburger,5817 Crenshaw Ave,5817,Crenshaw Ave,Los Angeles,90043,323,232,2000
Pizza Hut,5839 York Blvd,5839,York Blvd,Los Angeles,90042,323,221,2700
Subway,5841-D Firestone Blvd,5841,Firestone Blvd,South Gate,90280,310,966,1650
Jack in the Box,5858 Del Amo Blvd,5858,Del Amo Blvd,Lakewood,90713,562,496,0741
Subway,5864 S Vermont Ave,5864,S Vermont Ave,Los Angeles,90044,562,420,9303
Fatburger,5867 S Central Ave,5867,S Central Ave,Los Angeles,90001,323,291,7779
Yoshinoya Beef Bowl,590 E Willow St,590,E Willow St,Long Beach,90806,562,929,3772
Pizza Hut,5917 South St,5917,South St,Lakewood,90713,323,726,2700
Kentucky Fried Chicken,5925 W 3rd St,5925,W 3rd St,Los Angeles,90036,310,547,3383
Casa Sanchez,5929 Cherry Ave,5929,Cherry Ave,Long Beach,90805,562,423,7386
Pizza Hut,5948 Lankershim Blvd,5948,Lankershim Blvd,North Hollywood,91601,818,998,4700
Jordan's Hot Dogs,5960 Crenshaw Blvd,5960,Crenshaw Blvd,Los Angeles,90043,323,299,3647
Louis Place Burgers,5990 Atlantic Ave,5990,Atlantic Ave,Long Beach,90805,562,423,3511
Jack in the Box,600 S Gaffey St,600,S Gaffey St,South Gate,90280,818,347,8353
Burger King,6000 Sepulveda Blvd,6000,Sepulveda Blvd,Culver City,90230,562,401,0333
Subway,6006 Lankershim Blvd,6006,Lankershim Blvd,North Hollywood,91606,818,366,2422
Sam's Burgers & Fast Food,6007 E Florence Ave,6007,E Florence Ave,Bell Gardens,90201,323,560,4011
El Pollo Loco,6009 S Figueroa St,6009,S Figueroa St,Los Angeles,90042,562,437,5689
Tom's Jr,601 E Century Blvd,601,E Century Blvd,Los Angeles,90002,323,242,1100
Domino's Pizza,602 E Palmdale Blvd,602,E Palmdale Blvd,Palmdale,93550,818,769,3733
Jack in the Box,6025 Long Beach Blvd,6025,Long Beach Blvd,Long Beach,90805,818,885,8149
Pizza Hut,6048 Pacific Blvd,6048,Pacific Blvd,Huntington Park,90255,818,343,7070
Burger King,6060 Lankershim Blvd,6060,Lankershim Blvd,North Hollywood,91606,310,450,1227
Sana Food,608 E 4th St,608,E 4th St,Los Angeles,90013,213,613,1122
Louisiana Famous Fried Chicken,6090 Long Beach Blvd,6090,Long Beach Blvd,Long Beach,90805,323,541,0533
Subway,610 S Rampart Blvd,610,S Rampart Blvd,Los Angeles,90057,323,634,1074
Subway,611 E Imperial Hwy,611,E Imperial Hwy,Los Angeles,90059,626,446,3120
Pizza Hut,611 E Imperial Hwy,611,E Imperial Hwy,Los Angeles,90059,818,998,5600
Subway,6115 Santa Monica Blvd,6115,Santa Monica Blvd,Los Angeles,90038,661,940,1881
Subway,6130 E Washington Blvd,6130,E Washington Blvd,Commerce,90040,562,633,3377
Burger King,6155 York Blvd,6155,York Blvd,Los Angeles,90042,818,677,2669
Dominguez Pizza,6176 Atlantic Ave,6176,Atlantic Ave,Long Beach,90805,562,256,1600
Don's Fish and Chicken,6178 Long Beach Blvd,6178,Long Beach Blvd,Long Beach,90805,562,423,7400
Wendy's,6181 Sepulveda Blvd,6181,Sepulveda Blvd,Van Nuys,91411,818,700,1578
Kentucky Fried Chicken,619 W Carson St,619,W Carson St,Carson,90745,562,698,4105
Arnold's Burgers,6191 Atlantic Ave,6191,Atlantic Ave,Long Beach,90805,562,728,0471
Pacific Dining - LA Pierce College,6201 Winnetka Ave,6201,Winnetka Ave,Woodland Hills,91371,818,719,6404
Carl's Jr,6202 Laurel Canyon Blvd,6202,Laurel Canyon Blvd,North Hollywood,91606,626,334,5340
El Pollo Loco,621 N Azusa Ave,621,N Azusa Ave,Covina,91722,323,751,1556
Yoshinoya Beef Bowl,6238 Santa Monica Blvd,6238,Santa Monica Blvd,Los Angeles,90038,323,231,4378
Subway,6238 Wilshire Blvd,6238,Wilshire Blvd,Los Angeles,90048,818,523,0912
Kentucky Fried Chicken,624 Lorena St,624,Lorena St,Los Angeles,90022,661,940,5098
Kentucky Fried Chicken,624 S Lorena St,624,S Lorena St,Los Angeles,90023,818,357,5113
Jack in the Box,6250 York Blvd,6250,York Blvd,Los Angeles,90042,818,363,9013
Tom's Burger,626 E Sepulveda Blvd,626,E Sepulveda Blvd,Carson,90745,310,834,3475
El Pollo Loco,630 N Pacific Coast Hwy,630,N Pacific Coast Hwy,El Segundo,90245,818,887,0346
Subway,630 W 6th St,630,W 6th St,Los Angeles,90017,818,912,1900
Pacific Restaurant,6300 Pacific Blvd,6300,Pacific Blvd,Huntington Park,90255,323,587,0691
Jack in the Box,6300 W Santa Monica Blvd,6300,W Santa Monica Blvd,Los Angeles,90038,818,779,1350
El Pollo Loco,631 Long Beach Blvd,631,Long Beach Blvd,Long Beach,90802,626,448,6767
El Pollo Loco,631 Long Beach Blvd,631,Long Beach Blvd,Long Beach,90813,323,846,8488
Carl's Jr,6310 Platt Ave,6310,Platt Ave,Woodland Hills,91367,818,236,3804
Pizza Hut,6312 W 89th St,6312,W 89th St,Los Angeles,90045,562,862,0727
Domino's Pizza,633 E University Dr,633,E University Dr,Carson,90746,310,677,1900
Subway,6340 San Fernando Rd,6340,San Fernando Rd,Glendale,91201,310,737,7811
Subway,6345A E Spring St,6345,E Spring St,Long Beach,90808,213,748,1779
McDonald's,6350 E Washington Blvd,6350,E Washington Blvd,Los Angeles,90040,323,560,1660
Jack in the Box,6350 Florence Ave,6350,Florence Ave,Bell Gardens,90201,626,401,9730
Jack in the Box,6351 Sepulveda Blvd,6351,Sepulveda Blvd,Van Nuys,91411,562,803,7900
Lusy's Mediterranean Cuisine,6357 Woodman Ave,6357,Woodman Ave,Valley Glen,91401,818,997,4330
La Pizza Loca,640 S Rampart Ave,640,S Rampart Ave,Los Angeles,90057,323,263,9949
El Pollo Loco,6400 Lankershim Blvd,6400,Lankershim Blvd,North Hollywood,91606,626,960,8861
Subway,6401 Platt Ave,6401,Platt Ave,West Hills,91307,323,851,5501
Perry Burger,6402 E Florence Ave,6402,E Florence Ave,Bell,90201,562,928,2466
McDonald's,6407 E Spring St,6407,E Spring St,Long Beach,90808,310,324,8619
Jack in the Box,6407 W Sunset Blvd,6407,W Sunset Blvd,Los Angeles,90028,562,496,0540
El Pollo Loco,6411 N Sepulveda Blvd,6411,N Sepulveda Blvd,Van Nuys,91411,323,464,0860
Subway,6412 Del Amo Blvd,6412,Del Amo Blvd,Lakewood,90713,323,560,7070
Jack in the Box,6416 Woodman Ave,6416,Woodman Ave,Van Nuys,91401,562,426,3069
Yoshinoya Beef Bowl,642 S Alvarado St,642,S Alvarado St,Los Angeles,90057,818,340,2103
Carl's Jr,6457 Sepulveda Blvd,6457,Sepulveda Blvd,Van Nuys,91411,626,795,7633
Tom's Burger,6484 E Florence Ave,6484,E Florence Ave,Bell Gardens,90201,562,927,3984
Pizza Hut,650 S Gaffey St,650,S Gaffey St,San Pedro,90731,818,348,6900
Jack in the Box,652 Atlantic Ave,652,Atlantic Ave,Long Beach,90802,323,293,0034
Papa John's,6520 Crenshaw Blvd,6520,Crenshaw Blvd,Los Angeles,90043,323,707,7918
John's Burgers,6537 Whittier Blvd,6537,Whittier Blvd,Los Angeles,90022,323,721,1524
Vallarta Supermarket,655 N Fair Oaks Ave,655,N Fair Oaks Ave,Pasadena,91103,661,208,4276
Jack in the Box,6551 Lankershim Blvd,6551,Lankershim Blvd,North Hollywood,91606,818,363,9982
El Pollo Loco,6560 Van Nuys Blvd,6560,Van Nuys Blvd,Van Nuys,91401,213,353,0084
Yoshinoya Beef Bowl,6562-64 Van Nuys Blvd,6562,Van Nuys Blvd,Van Nuys,91401,626,810,3764
China Beauty Food Express,6588 Atlantic Ave,6588,Atlantic Ave,Long Beach,90805,562,984,6388
Subway,6590 Atlantic Ave,6590,Atlantic Ave,Long Beach,90805,213,477,8411
Subway,6590 Atlantic Ave,6590,Atlantic Ave,Long Beach,90815,323,465,1025
Margarita's Place,660 S Main St,660,S Main St,Los Angeles,90014,213,622,2663
Tam's Burgers,6620 S Central Ave,6620,S Central Ave,Los Angeles,90001,323,583,7076
John's Drive-in Hamburger,6625 Santa Fe Ave,6625,Santa Fe Ave,Huntington Park,90255,323,589,8988
Pizza Hut,6660 W Sunset Blvd,6660,W Sunset Blvd,Los Angeles,90028,562,425,8887
Mama's International Tamales,6700 S Central Ave,6700,S Central Ave,Los Angeles,90001,323,583,8294
Wing Stop,6734 Sepulveda Blvd,6734,Sepulveda Blvd,Van Nuys,91411,818,786,9464
Pronto Pizza Man,6740 Reseda Blvd,6740,Reseda Blvd,Reseda,91335,818,343,9200
Jack in the Box,6750 Rosemead Blvd,6750,Rosemead Blvd,Pico Rivera,90660,323,971,2114
Subway,6784 Cherry Ave,6784,Cherry Ave,Long Beach,90805,562,901,4400
Jack in the Box,6800 De Soto Ave,6800,De Soto Ave,Canoga Park,91303,310,325,4552
Yoshinoya Beef Bowl,6800 Reseda Blvd,6800,Reseda Blvd,Reseda,91335,323,766,9220
Jack in the Box,6820 Reseda Blvd,6820,Reseda Blvd,Reseda,91335,818,345,6492
Jack in the Box,6847 Van Nuys Blvd,6847,Van Nuys Blvd,Van Nuys,91405,213,252,8209
Arby's,6850 Reseda Blvd,6850,Reseda Blvd,Reseda,91335,818,697,5888
El Pollo Loco,6929 Eastern Ave,6929,Eastern Ave,Bell Gardens,90201,626,584,0261
Everytable,700 S Flower St,700,S Flower St,Los Angeles,90017,310,620,8397
Mama Tacos,700 S San Pedro St Ste 1,700,S San Pedro St Ste 1,Los Angeles,90014,323,935,8377
Pizza Hut,7000 Atlantic Ave,7000,Atlantic Ave,Bell,90201,818,831,0055
Jack in the Box,701 E Rosecrans Ave,701,E Rosecrans Ave,Compton,90221,562,728,4499
Subway,701 W Torrance Blvd,701,W Torrance Blvd,Torrance,90502,818,766,9991
Subway,704 W 1st St,704,W 1st St,Los Angeles,90012,323,780,4740
Jack in the Box,706 W Beverly Blvd,706,W Beverly Blvd,Montebello,90640,818,224,3460
Yoshinoya Beef Bowl,707 E Huntington Dr,707,E Huntington Dr,Monrovia,91016,818,996,8365
El Pollo Loco,711 Fair Oaks Ave,711,Fair Oaks Ave,South Pasadena,91030,310,532,0060
Subway,712 S Los Angeles St,712,S Los Angeles St,Los Angeles,90014,562,908,3082
El Pollo Loco,712 W Beverly Blvd,712,W Beverly Blvd,Montebello,90640,310,830,3491
Jack in the Box,7120 S Broadway,7120,S Broadway,Los Angeles,90003,310,397,4845
Wendy's,7135 W Sunset Blvd,7135,W Sunset Blvd,Los Angeles,90046,323,876,1925
Pizza Hut,7136 Van Nuys Blvd,7136,Van Nuys Blvd,Van Nuys,91405,213,388,6111
Sam's Tacos,715 S Soto St,715,S Soto St,Los Angeles,90023,323,263,7858
Pizza Hut,718 S Los Angeles St,718,S Los Angeles St,Los Angeles,90014,818,343,3600
Jack in the Box,7201 S Western Ave,7201,S Western Ave,Los Angeles,90047,323,582,6622
El Pollo Loco,7211 Winnetka Ave,7211,Winnetka Ave,Canoga Park,91306,818,785,8008
Pizza Hut,7229 S Figueroa St,7229,S Figueroa St,Los Angeles,90003,310,399,6767
Domino's Pizza,723 S Central Ave,723,S Central Ave,Glendale,91204,818,841,8433
Domino's Pizza,723 S Central Ave,723,S Central Ave,Glendale,91205,818,769,2800
Jack in the Box,7264 Topanga Canyon Blvd,7264,Topanga Canyon Blvd,Canoga Park,91303,310,450,2927
El Pollo Loco,729 W Las Tunas Dr,729,W Las Tunas Dr,San Gabriel,91776,626,358,5005
Subway,730 S Pacific Coast Hwy,730,S Pacific Coast Hwy,Redondo Beach,90277,661,533,0300
Yoshinoya Beef Bowl,7300 Canyon Blvd,7300,Canyon Blvd,Canoga Park,91303,323,871,0877
Bobo's Hamburgers,7300 Pacific Blvd,7300,Pacific Blvd,Huntington Park,90255,323,249,6711
Subway,7300 Topanga Canyon Blvd,7300,Topanga Canyon Blvd,Canoga Park,91303,626,919,5800
Subway,733 N Naomi Ave,733,N Naomi Ave,Arcadia,91007,323,223,8923
Louisiana Famous Fried Chicken,734 W Alondra Blvd,734,W Alondra Blvd,Compton,90220,310,764,2110
Subway,7353 Melrose Ave,7353,Melrose Ave,Los Angeles,90046,323,731,3592
McDonald's,7357 Alondra Blvd,7357,Alondra Blvd,Paramount,90723,562,630,1444
Wendy's,7360 La Tijera Blvd,7360,La Tijera Blvd,Los Angeles,90045,818,894,0659
Domino's Pizza,7433 Florence Ave,7433,Florence Ave,Downey,90240,818,981,5811
PizzaRev,748 W Rancho Vista Blvd,748,W Rancho Vista Blvd,Palmdale,93551,661,265,0277
Subway,750 N Vine St,750,N Vine St,Los Angeles,90038,323,222,6262
El Pollo Loco,750 S Grand Ave,750,S Grand Ave,Glendora,91740,661,294,5221
J & J BBQ Fish,751 Indian Hill Blvd,751,Indian Hill Blvd,Pomona,91767,909,865,6700
El Pollo Loco,7519 S Atlantic Ave,7519,S Atlantic Ave,Cudahy,90201,909,594,8656
Del Taco,7545 Balboa Blvd,7545,Balboa Blvd,Van Nuys,91406,818,361,9390
Vallarta Supermarket,757 S Workman St,757,S Workman St,San Fernando,91340,818,704,1717
Subway,760 E Arrow Hwy,760,E Arrow Hwy,Pomona,91767,323,296,0996
La Pizza Loca,7608 Vineland Ave,7608,Vineland Ave,Sun Valley,91352,213,381,6161
El Pollo Loco,7639 Garvey Ave,7639,Garvey Ave,Rosemead,91770,310,322,0808
Carl's Jr,7649 Van Nuys Blvd,7649,Van Nuys Blvd,Van Nuys,91401,818,343,0496
Carl's Jr,7649 Van Nuys Blvd,7649,Van Nuys Blvd,Van Nuys,91405,323,242,0011
Subway,77 N Maclay Ave,77,N Maclay Ave,San Fernando,91340,626,570,0900
Golden Ox,770 E Arrow Highway,770,E Arrow Highway,Pomona,91767,909,455,1112
Brother's BBQ,7725 Crenshaw Blvd,7725,Crenshaw Blvd,Los Angeles,90043,323,751,1050
